sep=,
rat,arfcn,band,pci,bsic,ncc,bcc,mcc,mnc,lac,cid,signal_dbm,rsrq,c1,c2,serving,seen,first_seen,last_seen,lat,lon
LTE,6413,B20,133,,,,,,,,-83,,,,1,1188134,2026-07-29 16:56:37,2026-07-29 17:28:14,,
LTE,100,B1,133,,,,,,,,-90,,,,1,1189618,2026-07-29 16:56:37,2026-07-29 17:28:14,,
LTE,200,B1,7,,,,,,,,-95,,,,1,1191473,2026-07-29 16:56:37,2026-07-29 17:28:14,,
LTE,200,B1,5,,,,,,,,-94,,,,1,1190731,2026-07-29 16:56:37,2026-07-29 17:28:14,,
LTE,100,B1,132,,,,,,,,-100,,,,1,1188876,2026-07-29 16:56:37,2026-07-29 17:28:14,,
LTE,6350,B20,132,,,,,,,,-112,,,,1,1185908,2026-07-29 16:56:37,2026-07-29 17:28:14,,
LTE,6350,B20,82,,,,250,2,7828,202004747,,,,,0,1185166,2026-07-29 16:56:37,2026-07-29 17:28:14,,
LTE,6350,B20,83,,,,250,2,7828,202004749,,,,,0,1185908,2026-07-29 16:56:37,2026-07-29 17:28:14,,
LTE,200,B1,466,,,,250,2,7828,199815013,,,,,0,1191473,2026-07-29 16:56:37,2026-07-29 17:28:14,,
LTE,100,B1,18,,,,250,20,20029,200013876,,,,,1,1188877,2026-07-29 16:56:37,2026-07-29 17:28:14,,
LTE,6413,B20,141,,,,250,99,3478,200009729,-82,-9,,,1,1188135,2026-07-29 16:56:37,2026-07-29 17:16:55,,
LTE,100,B1,174,,,,250,20,19719,200468789,,,,,0,1189621,2026-07-29 16:56:37,2026-07-29 17:08:13,,
LTE,200,B1,224,,,,250,2,7828,199815014,,,,,0,1190732,2026-07-29 16:56:37,2026-07-29 17:04:43,,
LTE,1275,B3,133,,,,,,,,-82,,,,1,1179243,2026-07-29 16:56:39,2026-07-29 17:28:14,,
LTE,6200,B20,132,,,,,,,,-75,,,,1,1179983,2026-07-29 16:56:39,2026-07-29 17:28:14,,
LTE,38750,B40,132,,,,,,,,-112,,,,1,1182203,2026-07-29 16:56:39,2026-07-29 17:28:14,,
LTE,38750,B40,120,,,,250,20,20029,200781857,-107,-10,,,1,1181469,2026-07-29 16:56:39,2026-07-29 17:15:28,,
LTE,38750,B40,113,,,,250,20,20029,200781856,-108,-11,,,0,1182208,2026-07-29 16:56:39,2026-07-29 17:15:28,,
LTE,6200,B20,3,,,,250,20,19719,200468819,-72,-8,,,1,1179987,2026-07-29 16:56:39,2026-07-29 17:15:21,,
LTE,1275,B3,174,,,,250,20,19719,200468749,-74,-10,,,1,1179247,2026-07-29 16:56:39,2026-07-29 17:15:34,,
LTE,3638,B8,133,,,,,,,,-70,-16,,,1,1176290,2026-07-29 16:56:41,2026-07-29 17:28:14,,
LTE,6275,B20,134,,,,,,,,-76,,,,1,1172600,2026-07-29 16:56:41,2026-07-29 17:28:14,,
LTE,1596,B3,133,,,,,,,,-85,,,,1,1175552,2026-07-29 16:56:41,2026-07-29 17:28:14,,
LTE,3200,B7,133,,,,,,,,-73,,,,1,1177766,2026-07-29 16:56:41,2026-07-29 17:28:14,,
LTE,1596,B3,135,,,,,,,,-89,,,,1,1174076,2026-07-29 16:56:41,2026-07-29 17:28:14,,
LTE,1596,B3,134,,,,,,,,-93,,,,1,1174814,2026-07-29 16:56:41,2026-07-29 17:28:14,,
LTE,6275,B20,278,,,,250,1,17806,51830536,-73,-8,,,1,1172604,2026-07-29 16:56:41,2026-07-29 17:11:26,,
LTE,1596,B3,447,,,,250,2,7828,201368779,,,,,0,1174076,2026-07-29 16:56:41,2026-07-29 17:28:14,,
LTE,3200,B7,130,,,,250,1,17806,51830530,-80,-12,,,1,1177777,2026-07-29 16:56:41,2026-07-29 17:11:26,,
LTE,3638,B8,173,,,,250,1,17806,51830556,-73,-9,,,1,1176304,2026-07-29 16:56:41,2026-07-29 17:19:52,,
LTE,1596,B3,157,,,,250,2,7828,199815113,,,,,0,1175553,2026-07-29 16:56:41,2026-07-29 17:28:14,,
LTE,1596,B3,275,,,,250,2,7828,199815114,,,,,0,1174814,2026-07-29 16:56:41,2026-07-29 17:28:14,,
LTE,3400,B7,135,,,,,,,,-81,,,,1,1169286,2026-07-29 16:56:43,2026-07-29 17:28:14,,
LTE,38100,B38,135,,,,,,,,-88,,,,1,1171494,2026-07-29 16:56:43,2026-07-29 17:28:14,,
LTE,3400,B7,468,,,,250,20,19719,200468759,-79,-10,,,1,1169289,2026-07-29 16:56:43,2026-07-29 17:15:28,,
LTE,38100,B38,455,,,,250,1,17806,51830550,-87,-11,,,1,1171500,2026-07-29 16:56:43,2026-07-29 17:16:49,,
LTE,38100,B38,391,,,,250,1,17806,51830549,-91,-11,,,0,1170763,2026-07-29 16:56:43,2026-07-29 17:12:12,,
LTE,1721,B3,132,,,,,,,,-68,,,,1,1162311,2026-07-29 16:56:45,2026-07-29 17:28:14,,
LTE,1820,B3,133,,,,,,,,-86,,,,1,1158274,2026-07-29 16:56:45,2026-07-29 17:28:14,,
LTE,525,B1,133,,,,,,,,-98,,,,1,1156072,2026-07-29 16:56:45,2026-07-29 17:28:14,,
LTE,1820,B3,134,,,,,,,,-93,,,,1,1156806,2026-07-29 16:56:45,2026-07-29 17:28:14,,
LTE,3750,B8,134,,,,,,,,-88,,,,1,1160843,2026-07-29 16:56:45,2026-07-29 17:28:14,,
LTE,1820,B3,7,,,,,,,,-89,,,,1,1157540,2026-07-29 16:56:45,2026-07-29 17:28:14,,
LTE,38948,B40,135,,,,,,,,-122,,,,1,1168183,2026-07-29 16:56:45,2026-07-29 17:28:14,,
LTE,39146,B40,132,,,,,,,,-116,,,,1,1165614,2026-07-29 16:56:45,2026-07-29 17:28:14,,
LTE,38948,B40,134,,,,,,,,-122,,,,1,1167449,2026-07-29 16:56:45,2026-07-29 17:28:14,,
LTE,39146,B40,135,,,,,,,,-118,,,,1,1164146,2026-07-29 16:56:45,2026-07-29 17:28:14,,
LTE,525,B1,182,,,,250,99,678,199992934,,,,,0,1156072,2026-07-29 16:56:45,2026-07-29 17:28:14,,
LTE,39146,B40,491,,,,250,20,19703,200774181,,,,,0,1164146,2026-07-29 16:56:45,2026-07-29 17:28:14,,
LTE,38948,B40,389,,,,250,20,19703,200774178,,,,,0,1168183,2026-07-29 16:56:45,2026-07-29 17:28:14,,
LTE,38948,B40,268,,,,250,20,20029,200781859,-115,-14,,,0,1167454,2026-07-29 16:56:45,2026-07-29 17:15:28,,
LTE,3750,B8,316,,,,250,2,7828,199815163,,,,,1,1160843,2026-07-29 16:56:45,2026-07-29 17:28:14,,
LTE,1820,B3,447,,,,250,2,7828,201368783,,,,,0,1157540,2026-07-29 16:56:45,2026-07-29 17:28:14,,
LTE,1820,B3,157,,,,250,2,7828,199815116,,,,,0,1158274,2026-07-29 16:56:45,2026-07-29 17:28:14,,
LTE,3750,B8,359,,,,250,2,7828,199815164,,,,,0,1160109,2026-07-29 16:56:45,2026-07-29 17:28:14,,
LTE,39146,B40,113,,,,250,20,20029,200781862,-120,-20,,,0,1165615,2026-07-29 16:56:45,2026-07-29 17:15:21,,
LTE,39146,B40,120,,,,250,20,20029,200781863,-113,-13,,,1,1164884,2026-07-29 16:56:45,2026-07-29 17:15:21,,
LTE,1820,B3,275,,,,250,2,7828,199815117,,,,,1,1156807,2026-07-29 16:56:45,2026-07-29 16:57:05,,
LTE,1721,B3,123,,,,250,1,17806,51830533,-69,-12,,,1,1162319,2026-07-29 16:56:45,2026-07-29 17:16:49,,
LTE,525,B1,244,,,,250,99,678,199990630,,,,,0,1154610,2026-07-29 16:56:47,2026-07-29 17:19:31,,
LTE,40740,B41,135,,,,,,,,-90,,,,1,1153145,2026-07-29 16:56:51,2026-07-29 17:28:14,,
LTE,40740,B41,455,,,,250,1,17806,51830550,-91,-15,,,1,1153147,2026-07-29 16:56:51,2026-07-29 16:59:47,,
LTE,40740,B41,391,,,,250,1,17806,51830549,-96,-14,,,0,1152417,2026-07-29 16:56:51,2026-07-29 17:16:49,,
LTE,375,B1,156,,,,250,1,17806,51830553,-77,-12,,,1,1151699,2026-07-29 16:56:53,2026-07-29 17:16:49,,
LTE,375,B1,133,,,,,,,,-75,,,,0,1151686,2026-07-29 16:56:53,2026-07-29 17:28:14,,
LTE,375,B1,94,,,,,,,,-87,-19,,,0,11,2026-07-29 16:56:53,2026-07-29 17:11:17,,
GSM,651,DCS1800,,0,0,0,,,,,-113,,,,0,1,2026-07-29 16:56:53,2026-07-29 16:56:53,,
GSM,746,DCS1800,,0,1,5,,,,,-82,,,,0,459657,2026-07-29 16:56:53,2026-07-29 16:56:53,,
GSM,745,DCS1800,,0,0,0,,,,,-85,,,,0,28459,2026-07-29 16:56:53,2026-07-29 16:56:53,,
GSM,744,DCS1800,,0,0,0,,,,,-58,,,,0,1209,2026-07-29 16:56:53,2026-07-29 16:56:53,,
GSM,743,DCS1800,,0,0,0,,,,,-41,,,,0,2449,2026-07-29 16:56:53,2026-07-29 16:56:53,,
GSM,742,DCS1800,,0,0,0,,,,,-94,,,,0,220779,2026-07-29 16:56:53,2026-07-29 16:56:53,,
GSM,738,DCS1800,,0,0,0,,,,,-70,,,,0,1381,2026-07-29 16:56:53,2026-07-29 16:56:53,,
GSM,737,DCS1800,,0,0,0,,,,,-83,,,,0,309257,2026-07-29 16:56:53,2026-07-29 16:56:53,,
GSM,25,GSM900,,0,0,0,,,,,-70,,,,0,1145,2026-07-29 16:56:53,2026-07-29 16:56:53,,
GSM,59,GSM900,,0,4,0,,,,,-69,,,,0,263608,2026-07-29 16:56:53,2026-07-29 16:56:53,,
GSM,60,GSM900,,0,0,0,,,,,-91,,,,0,226020,2026-07-29 16:56:53,2026-07-29 16:56:53,,
GSM,61,GSM900,,0,0,0,,,,,-70,,,,0,275812,2026-07-29 16:56:53,2026-07-29 16:56:53,,
GSM,62,GSM900,,0,0,0,,,,,-70,,,,0,238825,2026-07-29 16:56:53,2026-07-29 16:56:53,,
LTE,375,B1,154,,,,,,,,-81,-17,,,0,6,2026-07-29 16:56:57,2026-07-29 17:03:15,,
LTE,38750,B40,491,,,,250,20,19703,200774175,,,,,0,1109314,2026-07-29 16:57:13,2026-07-29 17:28:14,,
LTE,3300,B7,333,,,,250,99,678,199990533,,,,,0,1107178,2026-07-29 16:57:13,2026-07-29 17:28:14,,
LTE,3300,B7,144,,,,250,99,678,199992837,,,,,0,1107890,2026-07-29 16:57:13,2026-07-29 17:28:14,,
LTE,3300,B7,133,,,,,,,,-83,,,,0,1107890,2026-07-29 16:57:13,2026-07-29 17:28:14,,
LTE,3300,B7,134,,,,,,,,-91,,,,0,1107178,2026-07-29 16:57:13,2026-07-29 17:28:14,,
LTE,38750,B40,135,,,,,,,,-117,,,,0,1109314,2026-07-29 16:57:13,2026-07-29 17:28:14,,
LTE,1414,B3,175,,,,250,99,678,199990536,,,,,1,1104338,2026-07-29 16:57:13,2026-07-29 17:08:47,,
LTE,1414,B3,259,,,,250,99,678,199992840,,,,,1,1105400,2026-07-29 16:57:15,2026-07-29 17:19:58,,
LTE,3048,B7,438,,,,250,2,7828,200704257,,,,,1,1100784,2026-07-29 16:57:15,2026-07-29 17:28:14,,
LTE,1414,B3,332,,,,250,99,678,199992841,,,,,0,1103624,2026-07-29 16:57:15,2026-07-29 17:28:14,,
LTE,2850,B7,367,,,,250,2,7828,199815054,-84,-14,,,0,1101851,2026-07-29 16:57:15,2026-07-29 17:05:04,,
LTE,3048,B7,367,,,,250,2,7828,199815055,,,,,0,1100074,2026-07-29 16:57:15,2026-07-29 17:28:14,,
LTE,2850,B7,438,,,,250,2,7828,200704260,-79,-9,,,1,1102561,2026-07-29 16:57:15,2026-07-29 17:05:04,,
LTE,2850,B7,135,,,,,,,,-90,,,,0,1102559,2026-07-29 16:57:15,2026-07-29 17:28:14,,
LTE,3048,B7,135,,,,,,,,-83,,,,0,1100784,2026-07-29 16:57:15,2026-07-29 17:28:14,,
LTE,1414,B3,134,,,,,,,,-95,,,,0,1105400,2026-07-29 16:57:15,2026-07-29 17:28:14,,
LTE,2850,B7,6,,,,,,,,-92,,,,0,1101849,2026-07-29 16:57:15,2026-07-29 17:28:14,,
LTE,3048,B7,6,,,,,,,,-89,,,,0,1100074,2026-07-29 16:57:15,2026-07-29 17:28:14,,
LTE,1414,B3,133,,,,,,,,-92,,,,0,1104335,2026-07-29 16:57:15,2026-07-29 17:28:14,,
LTE,1721,B3,423,,,,,,,,-78,-16,,,0,7,2026-07-29 16:57:31,2026-07-29 17:12:39,,
LTE,1721,B3,233,,,,,,,,-86,-20,,,0,5,2026-07-29 16:57:31,2026-07-29 17:12:39,,
WCDMA,10563,B1 (2100),38,,,,250,20,19719,4487261,-69,-3,,,1,881405,2026-07-29 16:57:52,2026-07-29 17:23:25,,
GSM,4,GSM900,,18,2,2,250,2,7840,13255,-75,,9,39,0,2465,2026-07-29 16:58:45,2026-07-29 17:10:53,,
GSM,862,DCS1800,,39,4,7,250,20,20029,4723,-75,,35,35,0,2704,2026-07-29 16:58:45,2026-07-29 17:15:00,,
GSM,843,DCS1800,,43,5,3,250,2,7840,17126,-65,,25,55,0,2114,2026-07-29 16:58:45,2026-07-29 17:10:53,,
GSM,,,,,,,250,1,234,37264,,,,,0,675,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,871,DCS1800,,4,0,4,250,20,20029,4722,-84,,26,26,0,1002,2026-07-29 16:58:45,2026-07-29 17:14:36,,
GSM,860,DCS1800,,52,6,4,250,20,19719,813,-54,,51,81,1,38612,2026-07-29 16:58:45,2026-07-29 17:18:23,,
GSM,865,DCS1800,,24,3,0,250,20,19719,812,-81,,29,29,0,987,2026-07-29 16:58:45,2026-07-29 17:15:00,,
GSM,679,DCS1800,,46,5,6,,,,,-41,,,,0,44248,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,860,DCS1800,,,,,,,,,-43,,,,0,12371,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,667,DCS1800,,,,,,,,,-41,,,,0,6956,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,861,DCS1800,,,,,,,,,-50,,,,0,31945,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,798,DCS1800,,,,,,,,,-60,,,,0,7206,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,666,DCS1800,,,,,,,,,-81,,,,0,639908,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,873,DCS1800,,,,,,,,,-90,,,,0,3444,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,664,DCS1800,,,,,,,,,-93,,,,0,316997,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,800,DCS1800,,43,5,3,,,,,-57,,,,0,169682,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,796,DCS1800,,,,,,,,,-59,,,,0,2667,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,862,DCS1800,,39,4,7,,,,,-73,,,,0,37605,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,863,DCS1800,,45,5,5,,,,,-83,,,,0,32257,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,867,DCS1800,,4,0,4,,,,,-88,,,,0,26500,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,694,DCS1800,,,,,,,,,-72,,,,0,690,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,865,DCS1800,,24,3,0,,,,,-81,,,,0,25465,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,588,DCS1800,,,,,,,,,-54,,,,0,764,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,655,DCS1800,,62,7,6,,,,,-81,,,,0,632913,2026-07-29 16:58:45,2026-07-29 16:59:14,,
GSM,872,DCS1800,,6,0,6,,,,,-82,,,,0,14409,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,871,DCS1800,,7,0,7,,,,,-85,,,,0,24269,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,868,DCS1800,,,,,,,,,-93,,,,0,3506,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,802,DCS1800,,,,,,,,,-70,,,,0,15240,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,841,DCS1800,,,,,,,,,-41,,,,0,11322,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,857,DCS1800,,,,,,,,,-70,,,,0,4789,2026-07-29 16:58:45,2026-07-29 17:28:14,,
GSM,1019,GSM900,,47,5,7,250,2,7840,27983,-54,,56,56,0,2582,2026-07-29 16:58:47,2026-07-29 17:10:53,,
GSM,,,,,,,250,1,105,17504,,,,,0,344,2026-07-29 16:58:47,2026-07-29 17:28:14,,
GSM,,,,,,,250,2,7840,3142,,,,,0,972,2026-07-29 16:58:47,2026-07-29 17:28:14,,
GSM,,,,,,,250,20,19703,21123,,,,,0,676,2026-07-29 16:58:47,2026-07-29 17:28:14,,
GSM,1019,GSM900,,41,5,1,250,1,234,24635,-64,,46,46,1,31397,2026-07-29 16:58:47,2026-07-29 17:22:33,,
GSM,71,GSM900,,,,,,,,,-32,,,,0,4910,2026-07-29 16:58:47,2026-07-29 17:28:14,,
GSM,1019,GSM900,,11,1,3,,,,,-49,,,,0,806247,2026-07-29 16:58:47,2026-07-29 17:28:14,,
GSM,4,GSM900,,47,5,7,,,,,-51,,,,0,176572,2026-07-29 16:58:47,2026-07-29 17:28:14,,
GSM,69,GSM900,,49,6,1,,,,,-71,,,,0,14971,2026-07-29 16:58:47,2026-07-29 17:28:14,,
GSM,81,GSM900,,32,4,0,,,,,-67,,,,0,15913,2026-07-29 16:58:47,2026-07-29 17:28:14,,
GSM,661,DCS1800,,,,,,,,,-70,,,,0,2084,2026-07-29 16:58:47,2026-07-29 17:28:14,,
GSM,840,DCS1800,,,,,,,,,-70,,,,0,12586,2026-07-29 16:58:47,2026-07-29 17:28:14,,
GSM,657,DCS1800,,,,,,,,,-41,,,,0,4636,2026-07-29 16:58:47,2026-07-29 17:28:14,,
GSM,663,DCS1800,,,,,,,,,-83,,,,0,2690,2026-07-29 16:58:47,2026-07-29 17:28:14,,
GSM,660,DCS1800,,,,,,,,,-91,,,,0,1124,2026-07-29 16:58:47,2026-07-29 17:28:14,,
GSM,677,DCS1800,,,,,,,,,-41,,,,0,2652,2026-07-29 16:58:47,2026-07-29 17:28:14,,
GSM,883,DCS1800,,,,,,,,,-91,,,,0,1034,2026-07-29 16:58:47,2026-07-29 17:28:14,,
GSM,,,,,,,250,1,234,24631,,,,,0,510,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,,,,,,,250,99,14757,11195,,,,,0,1117,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,,,,,,,250,2,7840,640,,,,,0,727,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,,,,,,,250,2,7840,5695,,,,,0,944,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,,,,,,,250,2,47885,695,,,,,0,999,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,1019,GSM900,,58,7,2,250,1,234,29741,-54,,51,51,0,2028,2026-07-29 16:58:49,2026-07-29 17:22:33,,
GSM,,,,,,,250,99,14757,12887,,,,,0,1338,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,,,,,,,250,2,47885,692,,,,,0,1841,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,81,GSM900,,49,6,1,250,99,14757,12227,-65,,44,44,0,1442,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,,,,,,,250,2,47885,29069,,,,,0,843,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,17,GSM900,,58,7,2,250,2,7840,12040,-77,,,,0,1530,2026-07-29 16:58:49,2026-07-29 17:10:53,,
GSM,5,GSM900,,,,,,,,,-59,,,,0,162134,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,87,GSM900,,,,,,,,,-81,,,,0,6800,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,21,GSM900,,21,2,5,,,,,-62,,,,0,153255,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,97,GSM900,,,,,,,,,-69,,,,0,686,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,64,GSM900,,58,7,2,,,,,-68,,,,0,612821,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,30,GSM900,,,,,,,,,-73,,,,0,2032,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,76,GSM900,,,,,,,,,-77,,,,0,6501,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,79,GSM900,,,,,,,,,-85,,,,0,3112,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,12,GSM900,,,,,,,,,-70,,,,0,5442,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,2,GSM900,,,,,,,,,-70,,,,0,4042,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,1016,GSM900,,29,3,5,,,,,-70,,,,0,544683,2026-07-29 16:58:49,2026-07-29 17:22:33,,
GSM,9,GSM900,,,,,,,,,-70,,,,0,13743,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,7,GSM900,,,,,,,,,-70,,,,0,11926,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,85,GSM900,,,,,,,,,-94,,,,0,3903,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,83,GSM900,,,,,,,,,-90,,,,0,4836,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,1023,GSM900,,,,,,,,,-70,,,,0,402095,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,74,GSM900,,,,,,,,,-92,,,,0,4862,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,19,GSM900,,,,,,,,,-70,,,,0,11467,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,17,GSM900,,58,7,2,,,,,-70,,,,0,151638,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,16,GSM900,,,,,,,,,-70,,,,0,8777,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,11,GSM900,,,,,,,,,-70,,,,0,13812,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,31,GSM900,,,,,,,,,-75,,,,0,2092,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,78,GSM900,,31,3,7,,,,,-76,,,,0,6711,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,23,GSM900,,,,,,,,,-70,,,,0,10502,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,13,GSM900,,,,,,,,,-70,,,,0,9489,2026-07-29 16:58:49,2026-07-29 17:28:14,,
GSM,,,,,,,250,2,7840,638,,,,,0,1734,2026-07-29 16:58:51,2026-07-29 17:28:14,,
GSM,1008,GSM900,,,,,,,,,-73,,,,0,684,2026-07-29 16:58:51,2026-07-29 17:28:14,,
GSM,236,GSM850,,,,,,,,,-73,,,,0,898,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,581,DCS1800,,,,,,,,,-70,,,,0,1922,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,537,DCS1800,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,206,GSM850,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,810,DCS1800,,,,,,,,,-59,,,,0,1450,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,693,DCS1800,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,513,DCS1800,,,,,,,,,-73,,,,0,1240,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,692,DCS1800,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,171,GSM850,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,768,DCS1800,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,750,DCS1800,,,,,,,,,-73,,,,0,898,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,226,GSM850,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,626,DCS1800,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,161,GSM850,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,229,GSM850,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,623,DCS1800,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,988,GSM900,,,,,,,,,-73,,,,0,1242,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,26,GSM900,,,,,,,,,-70,,,,0,1034,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,151,GSM850,,,,,,,,,-70,,,,0,1610,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,239,GSM850,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,671,DCS1800,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,162,GSM850,,,,,,,,,-70,,,,0,1610,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,771,DCS1800,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,553,DCS1800,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,575,DCS1800,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,980,GSM900,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,986,GSM900,,,,,,,,,-73,,,,0,1458,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,191,GSM850,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,212,GSM850,,,,,,,,,-73,,,,0,898,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,566,DCS1800,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,770,DCS1800,,,,,,,,,-73,,,,0,682,2026-07-29 16:58:53,2026-07-29 17:28:14,,
GSM,1019,GSM900,,11,1,3,250,1,234,24633,-55,,,,0,1269,2026-07-29 16:59:01,2026-07-29 17:22:33,,
GSM,798,DCS1800,,33,4,1,250,2,7840,12064,-63,,22,52,1,173793,2026-07-29 16:59:01,2026-07-29 17:06:58,,
GSM,843,DCS1800,,18,2,2,,,,,-40,,,,0,169451,2026-07-29 16:59:01,2026-07-29 17:28:14,,
GSM,679,DCS1800,,53,6,5,250,1,234,24636,-39,,62,50,1,824560,2026-07-29 16:59:07,2026-07-29 17:22:33,,
GSM,1020,GSM900,,,,,,,,,-70,,,,0,721341,2026-07-29 16:59:09,2026-07-29 17:28:14,,
GSM,1018,GSM900,,,,,,,,,-71,,,,0,585859,2026-07-29 16:59:09,2026-07-29 17:28:14,,
GSM,656,DCS1800,,,,,,,,,-93,,,,0,267897,2026-07-29 16:59:09,2026-07-29 17:28:14,,
GSM,1021,GSM900,,,,,,,,,-92,,,,0,242986,2026-07-29 16:59:09,2026-07-29 17:28:14,,
GSM,1022,GSM900,,,,,,,,,-87,,,,0,241356,2026-07-29 16:59:09,2026-07-29 17:28:14,,
GSM,654,DCS1800,,,,,,,,,-94,,,,0,204749,2026-07-29 16:59:09,2026-07-29 17:28:14,,
